next,productId,year,month,units,avg,count,max,min,prev
1552,21654,2021,5,309,154,2,297,12,8992
1131,21657,2021,3,110,110,1,110,110,2456
600,21657,2021,4,1131,282,4,591,5,110
297,21657,2021,5,600,200,3,452,26,1131
3206,21665,2021,2,579,579,1,579,579,1960
264,21665,2021,3,3206,1068,3,1700,81,579
3179,21665,2021,4,264,88,3,189,5,3206
147,21665,2021,5,3179,3179,1,3179,3179,264
1018,21665,2021,6,147,29,5,82,4,3179
2,21665,2021,8,1018,1018,1,1018,1018,147
536,21673,2021,5,5368,5368,1,5368,5368,11509
1,21683,2021,5,7620,7620,1,7620,7620,9301
24580,21687,2021,6,7970,3985,2,4002,3968,25820
5076,21723,2021,2,4633,4633,1,4633,4633,3063
5978,21724,2021,7,5983,1994,3,2007,1986,7970
1992,21724,2021,8,5978,2989,2,3975,2003,5983
6,21729,2021,3,5322,5322,1,5322,5322,7938
4244,21729,2021,6,6,6,1,6,6,5322
193,21741,2021,2,821,821,1,821,821,616
1358,21769,2021,5,3478,3478,1,3478,3478,222
1581,21770,2021,7,1816,908,2,1782,34,24
3158,21776,2021,4,1094,1094,1,1094,1094,6
72,21776,2021,6,3158,1579,2,2432,726,1094
2123,21777,2021,4,160,160,1,160,160,2550
6022,21777,2021,6,2123,530,4,1114,321,160
634,21777,2021,7,6022,6022,1,6022,6022,2123
364,21778,2021,4,10708,1189,9,3014,63,375
5068,21778,2021,5,364,364,1,364,364,10708
59,21778,2021,6,5068,1267,4,2562,61,364
2266,21778,2021,7,59,59,1,59,59,5068
681,21789,2021,3,546,182,3,272,137,415
3314,21789,2021,4,681,681,1,681,681,546
1,21789,2021,5,3314,1657,2,1798,1516,681
273,21789,2021,6,1,1,1,1,1,3314
1218,21789,2021,7,273,91,3,135,6,1
811,21789,2021,8,1218,609,2,811,407,273
2516,21803,2021,6,692,692,1,692,692,2080
9,21804,2021,3,73,73,1,73,73,2575
147,21804,2021,6,9,9,1,9,9,73
4,21806,2021,2,214,107,2,211,3,805
1602,21809,2021,2,13938,1991,7,6198,546,512
6163,21809,2021,3,1602,534,3,580,476,13938
8,21809,2021,4,6163,6163,1,6163,6163,1602
948,21809,2021,6,8,8,1,8,8,6163
251,21811,2021,2,16030,8015,2,15664,366,394
2562,21811,2021,3,251,125,2,143,108,16030
2976,21811,2021,4,2562,854,3,2188,1,251
14,21811,2021,5,2976,2976,1,2976,2976,2562
9,21812,2021,3,256,256,1,256,256,1797
2,21812,2021,6,9,9,1,9,9,256
5104,21819,2021,7,10294,5147,2,5170,5124,30476
546,21821,2021,6,40614,10153,4,24024,533,31644
6303,21822,2021,7,32236,5372,6,21202,540,20100
22735,21823,2021,7,20050,3341,6,12862,236,16436
1121,21829,2021,2,3283,820,4,2495,41,1589
8,21829,2021,3,1121,1121,1,1121,1121,3283
8159,21829,2021,4,8,8,1,8,8,1121
20977,21829,2021,5,8159,2719,3,5697,1167,8
2745,21829,2021,6,20977,6992,3,13112,3,8159
15001,21830,2021,4,29348,9782,3,17140,1231,9541
15417,21830,2021,5,15001,2143,7,4899,408,29348
12978,21830,2021,6,15417,2202,7,3430,829,15001
137,21830,2021,7,12978,2163,6,5706,272,15417
3968,21832,2021,3,21358,5339,4,15329,183,47778
10883,21832,2021,4,3968,1984,2,2890,1078,21358
28362,21832,2021,5,10883,2176,5,5228,794,3968
6345,21832,2021,6,28362,3545,8,10922,180,10883
3988,21832,2021,7,6345,1586,4,3722,557,28362
44754,21833,2021,3,134,134,1,134,134,19267
14327,21833,2021,4,44754,4475,10,15229,424,134
846,21833,2021,5,14327,2865,5,6364,136,44754
7640,21833,2021,6,846,846,1,846,846,14327
1232,21838,2021,4,2388,796,3,1916,150,12066
549,21838,2021,5,1232,1232,1,1232,1232,2388
2136,21839,2021,2,4976,1658,3,3082,711,708
472,21839,2021,3,2136,712,3,941,257,4976
946,21839,2021,4,472,472,1,472,472,2136
124,21839,2021,5,946,946,1,946,946,472
160,21839,2021,6,124,124,1,124,124,946
53,21844,2021,3,6765,1127,6,2055,466,7414
1466,21844,2021,6,53,53,1,53,53,6765
3190,21844,2021,7,1466,366,4,920,125,53
209,21845,2021,2,548,548,1,548,548,1173
2668,21854,2021,2,7622,1905,4,5690,253,2127
9350,21826,2021,2,2401,800,3,2060,85,12771
282,21826,2021,3,9350,1870,5,4204,0,2401
16520,21826,2021,6,282,282,1,282,282,9350
15,21827,2021,2,61091,6109,10,41810,187,106871
1214,21827,2021,4,15,15,1,15,15,61091
22355,21827,2021,5,1214,303,4,652,93,15
4104,21827,2021,6,22355,2483,9,10667,7,1214
38809,21827,2021,7,4104,4104,1,4104,4104,22355
17742,21827,2021,8,38809,2985,13,12320,93,4104
7797,21828,2021,4,12733,3183,4,7764,795,4069
8782,21828,2021,5,7797,3898,2,5208,2589,12733
1690,21828,2021,6,8782,2195,4,4954,543,7797
5080,21834,2021,2,224,56,4,93,13,19076
5818,21834,2021,4,5080,5080,1,5080,5080,224
10489,21834,2021,5,5818,2909,2,5054,764,5080
6110,21834,2021,6,10489,1748,6,9642,14,5818
10392,21834,2021,7,6110,3055,2,5028,1082,10489
13078,21835,2021,5,9986,9986,1,9986,9986,16508
219,21835,2021,6,13078,3269,4,4977,68,9986
3328,21837,2021,2,11435,3811,3,10754,171,698
1392,21837,2021,3,3328,1664,2,3050,278,11435
1093,21837,2021,4,1392,696,2,699,693,3328
2147,21837,2021,5,1093,546,2,862,231,1392
587,21840,2021,2,7827,1565,5,2612,424,10255
1384,21840,2021,3,587,587,1,587,587,7827
249,21840,2021,4,1384,692,2,922,462,587
2818,21840,2021,5,249,249,1,249,249,1384
82,21840,2021,6,2818,939,3,2772,19,249
3336,21841,2021,3,923,461,2,736,187,3520
204,21841,2021,4,3336,3336,1,3336,3336,923
4263,21841,2021,7,204,102,2,186,18,3336
7055,21846,2021,2,7376,2458,3,6355,205,1542
5427,21846,2021,3,7055,2351,3,5263,874,7376
25,21846,2021,4,5427,5427,1,5427,5427,7055
1554,21850,2021,2,12651,6325,2,12493,158,362
2299,21850,2021,3,1554,388,4,734,50,12651
306,21850,2021,4,2299,2299,1,2299,2299,1554
392,21850,2021,5,306,306,1,306,306,2299
2618,21850,2021,6,392,392,1,392,392,306
1557,21850,2021,7,2618,1309,2,2001,617,392
342,21850,2021,8,1557,519,3,1269,113,2618
1917,21851,2021,3,3030,3030,1,3030,3030,704
789,21858,2021,2,6160,3080,2,3080,3080,2234
9382,21858,2021,3,789,197,4,550,44,6160
237,21858,2021,4,9382,1563,6,3118,330,789
295,21861,2021,2,6,6,1,6,6,13893
433,21861,2021,3,295,147,2,215,80,6
1552,21861,2021,4,433,144,3,216,3,295
7164,21861,2021,5,1552,517,3,1075,47,433
488,21862,2021,6,79,39,2,77,2,3115
1091,21872,2021,2,6478,1619,4,4865,175,3203
307,21872,2021,3,1091,545,2,1050,41,6478
827,21872,2021,6,307,102,3,175,44,1091
7,21873,2021,2,2940,2940,1,2940,2940,110
3516,21875,2021,5,13,13,1,13,13,17970
11761,21875,2021,6,3516,1758,2,3003,513,13
270,21875,2021,7,11761,3920,3,10930,16,3516
4700,21879,2021,7,4960,4960,1,4960,4960,14180
11360,21879,2021,8,4700,4700,1,4700,4700,4960
7580,21880,2021,7,2000,2000,1,2000,2000,25780
33780,21880,2021,8,7580,7580,1,7580,7580,2000
332,21883,2021,2,124,124,1,124,124,1386
32,21883,2021,3,332,332,1,332,332,124
745,21883,2021,5,32,32,1,32,32,332
621,21883,2021,6,745,186,4,389,11,32
65,21883,2021,7,621,621,1,621,621,745
6492,21885,2021,6,10258,2564,4,5925,426,539
391,21885,2021,7,6492,6492,1,6492,6492,10258
4690,21895,2021,3,4944,824,6,1314,230,12397
1859,21895,2021,4,4690,938,5,2990,193,4944
1620,21895,2021,5,1859,1859,1,1859,1859,4690
4236,21910,2021,5,955,477,2,826,129,2592
272,21910,2021,6,4236,4236,1,4236,4236,955
1829,21938,2021,6,3460,3460,1,3460,3460,521
340,21939,2021,3,5200,1733,3,3838,425,6407
340,21939,2021,4,340,170,2,170,170,5200
170,21939,2021,6,340,170,2,255,85,340
14917,21947,2021,2,1600,800,2,1077,523,770
4401,21947,2021,6,14917,2983,5,13094,345,1600
268,21947,2021,7,4401,1467,3,2240,517,14917
6014,21954,2021,4,6225,3112,2,5602,623,19664
7,21954,2021,5,6014,2004,3,3222,14,6225
7892,21954,2021,6,7,7,1,7,7,6014
379,21954,2021,7,7892,1973,4,5952,50,7
20488,21955,2021,2,708,708,1,708,708,7423
1968,21957,2021,4,60,60,1,60,60,21400
1480,21957,2021,5,1968,492,4,1439,14,60
735,21957,2021,6,1480,370,4,730,63,1968
1833,21854,2021,3,2668,889,3,2194,74,7622
197,21854,2021,4,1833,916,2,1100,733,2668
368,21854,2021,5,197,98,2,183,14,1833
2674,21855,2021,4,468,234,2,312,156,15887
2156,21856,2021,3,1050,262,4,590,66,7982
490,21856,2021,4,2156,718,3,1176,245,1050
1711,21856,2021,5,490,490,1,490,490,2156
2055,21856,2021,6,1711,427,4,736,197,490
147,21856,2021,7,2055,2055,1,2055,2055,1711
97,21856,2021,8,147,147,1,147,147,2055
546,21857,2021,3,420,420,1,420,420,12127
1098,21857,2021,4,546,273,2,341,205,420
341,21857,2021,6,1098,366,3,741,15,546
2591,21857,2021,7,341,170,2,307,34,1098
1592,21857,2021,8,2591,287,9,612,53,341
1706,21859,2021,2,2975,1487,2,1872,1103,4720
3340,21859,2021,3,1706,853,2,1236,470,2975
933,21859,2021,4,3340,835,4,2194,19,1706
759,21859,2021,5,933,933,1,933,933,3340
6203,21860,2021,2,16213,2026,8,4123,58,810
3929,21860,2021,3,6203,1550,4,4123,116,16213
2422,21860,2021,4,3929,1309,3,3812,58,6203
69,21860,2021,5,2422,1211,2,1270,1152,3929
1040,21860,2021,6,69,69,1,69,69,2422
1,21860,2021,7,1040,1040,1,1040,1040,69
9880,21871,2021,5,6980,6980,1,6980,6980,1970
10220,21878,2021,7,800,800,1,800,800,22100
8240,21878,2021,8,10220,5110,2,7660,2560,800
1502,21887,2021,2,3985,1328,3,2089,339,9968
711,21900,2021,3,51,51,1,51,51,7243
732,21904,2021,4,2674,668,4,1797,74,5314
12,21904,2021,5,732,732,1,732,732,2674
4034,21907,2021,2,7141,2380,3,4569,372,530
89,21908,2021,6,2782,1391,2,2320,462,10934
65,21908,2021,7,89,89,1,89,89,2782
584,21912,2021,4,4659,1553,3,3854,321,2449
1594,21912,2021,5,584,584,1,584,584,4659
1771,21912,2021,6,1594,531,3,853,99,584
4385,21937,2021,4,1543,385,4,594,119,2911
2714,21937,2021,5,4385,1461,3,2014,595,1543
1475,21945,2021,2,631,315,2,546,85,33
1166,21945,2021,3,1475,737,2,1390,85,631
896,21945,2021,6,1166,388,3,470,268,1475
18438,21950,2021,4,1124,1124,1,1124,1124,12285
10269,21950,2021,5,18438,9219,2,11970,6468,1124
2908,21953,2021,2,1738,869,2,1454,284,1142
1,21953,2021,5,2908,2908,1,2908,2908,1738
94,21958,2021,4,703,703,1,703,703,16425
2697,21958,2021,5,94,47,2,59,35,703
3991,21958,2021,6,2697,1348,2,2622,75,94
149,21958,2021,7,3991,1995,2,2982,1009,2697
13110,21959,2021,3,14389,3597,4,12520,85,2848
3873,21959,2021,4,13110,2622,5,11254,279,14389
219,21959,2021,5,3873,1291,3,3689,24,13110
269,21959,2021,6,219,73,3,144,9,3873
3207,21959,2021,7,269,89,3,163,34,219
840,21962,2021,3,1132,377,3,517,246,5762
599,21962,2021,4,840,420,2,470,370,1132
41,21962,2021,5,599,599,1,599,599,840
14471,21962,2021,6,41,41,1,41,41,599
7116,21974,2021,3,22555,5638,4,8120,1588,456
4112,21974,2021,5,7116,3558,2,4080,3036,22555
650,21974,2021,6,4112,2056,2,4105,7,7116
7534,21980,2021,5,7725,3862,2,7536,189,4324
724,21980,2021,6,7534,7534,1,7534,7534,7725
1309,21980,2021,7,724,724,1,724,724,7534
894,21982,2021,6,86,86,1,86,86,10
5,22004,2021,3,8498,1416,6,5524,204,3729
325,22018,2021,3,16543,5514,3,8267,1928,1501
4119,22025,2021,3,6592,6592,1,6592,6592,198
6052,22025,2021,5,4119,4119,1,4119,4119,6592
24440,22026,2021,3,6099,6099,1,6099,6099,587
12451,22027,2021,4,2290,572,4,928,124,621
774,22033,2021,5,11487,11487,1,11487,11487,217
1720,22033,2021,8,774,387,2,441,333,11487
24913,22062,2021,8,27137,13568,2,26900,237,5180
7700,22064,2021,8,9400,9400,1,9400,9400,17360
15968,22090,2021,5,1114,1114,1,1114,1114,2999
1472,22090,2021,6,15968,5322,3,13028,882,1114
808,22098,2021,6,5177,2588,2,5007,170,24346
1299,22098,2021,7,808,269,3,604,68,5177
7370,22099,2021,6,18740,4685,4,10761,2001,29900
143761,22100,2021,6,36899,12299,3,18969,4038,37800
31880,22102,2021,6,107524,11947,9,46640,1968,16380
11718,22151,2021,7,3677,3677,1,3677,3677,7178
2324,30005,2021,3,2193,1096,2,1970,223,414
5693,30005,2021,4,2324,774,3,1602,66,2193
197,30005,2021,6,5693,948,6,1979,30,2324
8832,30005,2021,7,197,197,1,197,197,5693
132,30005,2021,8,8832,1472,6,3900,264,197
95,30020,2021,2,113,113,1,113,113,102
5256,30020,2021,6,95,95,1,95,95,113
16560,30031,2021,2,1231,1231,1,1231,1231,8178
22060,30031,2021,3,16560,16560,1,16560,16560,1231
5160,30031,2021,4,22060,7353,3,16560,1460,16560
341,30041,2021,8,6,6,1,6,6,11
299,30043,2021,2,4942,1647,3,4122,410,10790
5490,30049,2021,5,2202,1101,2,2156,46,2100
1364,30049,2021,6,5490,1372,4,2208,282,2202
12146,30049,2021,7,1364,454,3,845,47,5490
47,30049,2021,8,12146,3036,4,9800,140,1364
34480,30055,2021,2,9940,9940,1,9940,9940,26180
21740,30055,2021,3,34480,8620,4,18240,4020,9940
380,30055,2021,4,21740,10870,2,15800,5940,34480
32400,30055,2021,5,380,380,1,380,380,21740
24000,30055,2021,6,32400,16200,2,26260,6140,380
9140,30055,2021,7,24000,12000,2,13720,10280,32400
178,30057,2021,7,2786,1393,2,1860,926,8180
1407,30067,2021,5,987,493,2,704,283,704
42,30067,2021,6,1407,1407,1,1407,1407,987
3108,30089,2021,6,3976,1988,2,2030,1946,57
6633,30089,2021,7,3108,1036,3,1945,233,3976
580,30113,2021,2,1504,752,2,1475,29,505
634,30113,2021,4,580,580,1,580,580,1504
3370,30113,2021,6,634,317,2,576,58,580
56,30115,2021,3,670,670,1,670,670,866
2302,30115,2021,4,56,56,1,56,56,670
542,30120,2021,2,316,105,3,144,28,787
227,30120,2021,3,542,271,2,534,8,316
170,30120,2021,4,227,113,2,143,84,542
334,30120,2021,5,170,85,2,142,28,227
3923,30120,2021,6,334,111,3,285,7,170
406,30120,2021,7,3923,784,5,2854,10,334
3643,30121,2021,4,243,81,3,146,24,994
478,30121,2021,6,3643,1214,3,2600,73,243
1294,30121,2021,7,478,478,1,478,478,3643
708,30154,2021,7,4065,4065,1,4065,4065,2577
141,30154,2021,8,708,708,1,708,708,4065
130,30155,2021,3,11175,3725,3,9166,117,487
176,30155,2021,4,130,130,1,130,130,11175
635,30155,2021,5,176,176,1,176,176,130
4278,30155,2021,6,635,635,1,635,635,176
177,30155,2021,8,4278,1426,3,1991,588,635
3328,30156,2021,6,2963,1481,2,1978,985,34
2392,30156,2021,7,3328,1109,3,2551,70,2963
5028,30157,2021,3,4077,2038,2,4020,57,29
2041,30157,2021,4,5028,1005,5,2050,29,4077
141,30157,2021,5,2041,1020,2,2014,27,5028
2232,30157,2021,6,141,70,2,112,29,2041
1006,30157,2021,7,2232,1116,2,2008,224,141
3930,30159,2021,2,3910,3910,1,3910,3910,351
640,30159,2021,3,3930,1310,3,3255,290,3910
545,30159,2021,4,640,640,1,640,640,3930
2233,30159,2021,5,545,545,1,545,545,640
578,30159,2021,6,2233,744,3,1974,72,545
11052,30159,2021,7,578,578,1,578,578,2233
79,30160,2021,6,53,26,2,51,2,270
3984,30161,2021,5,3998,1999,2,3798,200,2037
2000,30161,2021,6,3984,1992,2,2980,1004,3998
42,30162,2021,2,492,164,3,328,82,904
1543,30162,2021,3,42,42,1,42,42,492
2365,30162,2021,6,1543,385,4,1226,60,42
34,30162,2021,7,2365,1182,2,1956,409,1543
1257,30167,2021,7,570,190,3,342,114,2982
15,30172,2021,8,2388,796,3,925,647,50
10,30203,2021,2,7952,7952,1,7952,7952,558
4297,30203,2021,5,10,5,2,8,2,7952
3690,30203,2021,6,4297,1074,4,2044,46,10
11122,30203,2021,7,3690,1845,2,3660,30,4297
1357,30204,2021,4,15,15,1,15,15,2120
782,30204,2021,6,1357,678,2,1201,156,15
6496,30204,2021,7,782,782,1,782,782,1357
2664,30206,2021,7,4852,1617,3,2837,118,4940
82,30211,2021,3,5860,1953,3,3860,70,152
11050,30213,2021,5,1314,657,2,1052,262,6988
3976,30213,2021,6,11050,1841,6,7294,50,1314
4265,30215,2021,3,8,8,1,8,8,1998
374,30215,2021,6,4265,609,7,2056,12,8
6164,30215,2021,7,374,374,1,374,374,4265
112,30215,2021,8,6164,1232,5,3960,37,374
674,30254,2021,4,7749,1937,4,4921,563,12697
4958,30254,2021,6,674,337,2,375,299,7749
7682,30254,2021,7,4958,1239,4,2885,29,674
570,30254,2021,8,7682,2560,3,3011,1765,4958
4200,30384,2021,4,4120,4120,1,4120,4120,8460
7974,30384,2021,5,4200,4200,1,4200,4200,4120
475,30384,2021,7,7974,3987,2,5718,2256,4200
849,30394,2021,4,8198,8198,1,8198,8198,8120
171,30394,2021,5,849,424,2,734,115,8198
287,30394,2021,6,171,57,3,57,57,849
1947,30394,2021,7,287,287,1,287,287,171
1480,30412,2021,6,38,38,1,38,38,1642
3592,40004,2021,3,8121,2707,3,4810,1059,487
1247,40004,2021,4,3592,1796,2,2105,1487,8121
21,40004,2021,6,1247,415,3,760,30,3592
1512,40004,2021,7,21,21,1,21,21,1247
52226,40005,2021,2,12463,1780,7,3218,167,2209
19308,40005,2021,3,52226,5222,10,43552,7,12463
550,40005,2021,4,19308,3218,6,5231,1873,52226
9969,40005,2021,5,550,275,2,440,110,19308
5978,40005,2021,6,9969,1107,9,5001,16,550
5667,40005,2021,7,5978,1195,5,3512,110,9969
3223,40005,2021,8,5667,944,6,3074,3,5978
7741,40006,2021,3,21012,2334,9,11277,43,12301
2076,40006,2021,4,7741,967,8,2344,86,21012
6627,40006,2021,5,2076,2076,1,2076,2076,7741
14035,40006,2021,6,6627,1656,4,4763,214,2076
4032,40006,2021,7,14035,1559,9,6095,4,6627
628,40006,2021,8,4032,672,6,1038,171,14035
9137,40009,2021,2,6954,993,7,2639,129,596
8617,40009,2021,3,9137,1827,5,3907,5,6954
4315,40009,2021,4,8617,2872,3,5042,1523,9137
2179,40009,2021,6,4315,863,5,2550,93,8617
1780,40009,2021,7,2179,435,5,644,257,4315
1915,40010,2021,3,12810,1830,7,5390,538,2886
860,40010,2021,4,1915,383,5,1065,103,12810
2019,40010,2021,5,860,860,1,860,860,1915
3713,40010,2021,6,2019,673,3,1027,27,860
2516,40010,2021,7,3713,1237,3,3181,1,2019
3791,40012,2021,4,572,190,3,341,49,311
208,40012,2021,5,3791,758,5,1994,12,572
49,40012,2021,6,208,52,4,122,12,3791
1762,40012,2021,7,49,49,1,49,49,208
37,40012,2021,8,1762,220,8,1045,36,49
341,40015,2021,4,5139,856,6,3656,21,2012
2666,40015,2021,5,341,170,2,200,141,5139
10821,40015,2021,6,2666,1333,2,2042,624,341
7254,40015,2021,7,10821,1803,6,5101,80,2666
1803,40017,2021,3,6865,1716,4,4999,15,302
325,40017,2021,4,1803,901,2,1060,743,6865
690,40017,2021,5,325,162,2,296,29,1803
387,40017,2021,6,690,230,3,382,15,325
5282,40017,2021,7,387,96,4,222,30,690
2956,40020,2021,4,2784,1392,2,2105,679,5890
2,50018,2021,3,380,126,3,229,45,113
81,50023,2021,3,518,518,1,518,518,141
110,50023,2021,4,81,40,2,45,36,518
192,50023,2021,5,110,110,1,110,110,81
2286,50024,2021,3,82,82,1,82,82,264
676,50024,2021,6,2286,571,4,1352,62,82
1289,50024,2021,7,676,225,3,385,97,2286
1,50025,2021,3,1705,1705,1,1705,1705,191
242,50061,2021,3,1020,1020,1,1020,1020,340
1658,50066,2021,7,231,115,2,185,46,7
708,50103,2021,3,1562,1562,1,1562,1562,170
874,50103,2021,6,708,354,2,696,12,1562
506,50117,2021,3,506,506,1,506,506,493
128,50130,2021,6,4,4,1,4,4,130
135,50205,2021,2,23,23,1,23,23,38
138,50205,2021,3,135,135,1,135,135,23
2398,50247,2021,6,2060,1030,2,1377,683,139
180,50285,2021,4,859,859,1,859,859,271
593,50379,2021,7,254,254,1,254,254,3810
95500,50394,2021,2,3260,3260,1,3260,3260,48030
10990,50394,2021,3,95500,95500,1,95500,95500,3260
381,50434,2021,5,12,12,1,12,12,1760
7412,50483,2021,3,19142,4785,4,13843,53,1983
2127,50483,2021,7,7412,3706,2,5328,2084,19142
604,50483,2021,8,2127,2127,1,2127,2127,7412
4260,50486,2021,5,16,16,1,16,16,3893
21,50606,2021,4,954,954,1,954,954,81
357,50607,2021,4,1073,1073,1,1073,1073,715
64,50607,2021,8,357,357,1,357,357,1073
200,50614,2021,5,197,197,1,197,197,27
11,50614,2021,6,200,200,1,200,200,197
1150,50631,2021,8,382,382,1,382,382,96
13452,60001,2021,2,34631,6926,5,15465,2007,3777
23409,60001,2021,3,13452,2690,5,4020,203,34631
3335,60001,2021,4,23409,7803,3,22210,151,13452
19705,60001,2021,5,3335,3335,1,3335,3335,23409
26456,60002,2021,2,17460,1091,16,5839,48,13097
5299,60002,2021,3,26456,2204,12,12020,5,17460
586,60002,2021,4,5299,662,8,3010,9,26456
32086,60002,2021,6,586,586,1,586,586,5299
6034,21957,2021,7,735,735,1,735,735,1480
2981,21957,2021,8,6034,2011,3,5960,12,735
877,21961,2021,3,36,18,2,27,9,390
6094,21961,2021,4,877,877,1,877,877,36
14055,21961,2021,6,6094,6094,1,6094,6094,877
1968,21966,2021,3,3930,1965,2,1965,1965,10
565,21966,2021,4,1968,984,2,1935,33,3930
1066,21966,2021,6,565,282,2,532,33,1968
2290,21967,2021,3,4853,1617,3,2152,1090,9263
12779,21967,2021,4,2290,763,3,1567,208,4853
744,21967,2021,5,12779,3194,4,9672,511,2290
53,21967,2021,6,744,372,2,727,17,12779
818,21968,2021,3,11125,2781,4,6460,270,2237
5372,21968,2021,4,818,818,1,818,818,11125
822,21968,2021,7,5372,767,7,4098,10,818
2458,21968,2021,8,822,822,1,822,822,5372
6081,21975,2021,3,2079,2079,1,2079,2079,5183
6740,21990,2021,6,5280,5280,1,5280,5280,30960
1760,21993,2021,6,22506,11253,2,22480,26,41960
1720,21993,2021,7,1760,1760,1,1760,1760,22506
1,22015,2021,5,36,36,1,36,36,1940
26016,22020,2021,3,5924,5924,1,5924,5924,220
122,22041,2021,6,490,490,1,490,490,162
133,22041,2021,7,122,122,1,122,122,490
30620,22092,2021,6,17827,17827,1,17827,17827,17920
10140,22093,2021,8,1092,1092,1,1092,1092,7674
12377,22094,2021,5,12069,6034,2,10628,1441,29948
4296,22094,2021,6,12377,3094,4,5578,958,12069
2026,22094,2021,7,4296,1074,4,2632,236,12377
1442,22095,2021,6,954,954,1,954,954,7573
519,22095,2021,7,1442,721,2,722,720,954
361,22095,2021,8,519,519,1,519,519,1442
1686,22110,2021,5,3452,3452,1,3452,3452,5300
551,22110,2021,7,1686,1686,1,1686,1686,3452
495,22118,2021,5,683,683,1,683,683,2042
2551,22118,2021,7,495,495,1,495,495,683
32,22217,2021,7,38547,9636,4,23542,282,27924
3830,22217,2021,8,32,32,1,32,32,38547
1285,22222,2021,7,5565,927,6,2313,333,753
488,22230,2021,8,486,486,1,486,486,4278
370,30001,2021,2,7511,7511,1,7511,7511,15195
4327,30001,2021,3,370,185,2,220,150,7511
730,30001,2021,4,4327,4327,1,4327,4327,370
14337,30001,2021,5,730,243,3,518,64,4327
1031,30001,2021,6,14337,2867,5,6442,450,730
28282,30001,2021,7,1031,343,3,524,62,14337
150,30001,2021,8,28282,3535,8,10302,85,1031
9740,30006,2021,6,10750,5375,2,5860,4890,24800
634,30006,2021,7,9740,1948,5,5712,211,10750
4455,30045,2021,4,7037,1759,4,4124,115,53540
56380,30045,2021,5,4455,2227,2,4114,341,7037
116,30045,2021,6,56380,56380,1,56380,56380,4455
348,30045,2021,7,116,116,1,116,116,56380
2080,30051,2021,4,4080,4080,1,4080,4080,4100
24845,30059,2021,3,4480,4480,1,4480,4480,9060
1363,30064,2021,2,1973,493,4,1161,116,2912
531,30064,2021,3,1363,340,4,550,230,1973
2925,30064,2021,6,531,265,2,295,236,1363
2358,30064,2021,7,2925,975,3,1972,354,531
118,30064,2021,8,2358,1179,2,2124,234,2925
2658,30072,2021,3,5059,5059,1,5059,5059,1305
775,30072,2021,6,2658,886,3,2602,9,5059
339,30078,2021,2,199,99,2,124,75,4235
119,30083,2021,3,107,107,1,107,107,284
4,30083,2021,4,119,119,1,119,119,107
877,30083,2021,5,4,4,1,4,4,119
544,30083,2021,6,877,292,3,742,15,4
41,30095,2021,4,116,116,1,116,116,42
83,30095,2021,5,41,41,1,41,41,116
21,30095,2021,6,83,83,1,83,83,41
2184,30096,2021,2,3960,3960,1,3960,3960,1348
2806,30096,2021,3,2184,728,3,1344,84,3960
467,30096,2021,4,2806,1403,2,2380,426,2184
5568,30096,2021,5,467,155,3,212,85,2806
6000,30096,2021,6,5568,1113,5,3939,11,467
423,30096,2021,8,6000,6000,1,6000,6000,5568
3116,30105,2021,5,562,562,1,562,562,46
4374,30105,2021,6,3116,779,4,1968,24,562
449,30105,2021,7,4374,1458,3,2131,337,3116
112,30105,2021,8,449,449,1,449,449,4374
989,30112,2021,3,8378,2792,3,5544,1360,227
3985,30127,2021,4,167,83,2,148,19,166
342,30127,2021,6,3985,1992,2,2014,1971,167
7253,30133,2021,2,281,281,1,281,281,171
1128,30133,2021,3,7253,2417,3,4902,1033,281
1123,30133,2021,4,1128,1128,1,1128,1128,7253
560,30133,2021,5,1123,1123,1,1123,1123,1128
1977,30134,2021,4,70,70,1,70,70,170
11712,60002,2021,8,32086,2291,14,7881,10,586
20497,60003,2021,2,27921,3102,9,11006,121,13936
3906,60003,2021,3,20497,3416,6,9580,12,27921
1938,60003,2021,4,3906,651,6,1330,72,20497
1428,60003,2021,5,1938,969,2,1818,120,3906
2866,60003,2021,6,1428,714,2,1182,246,1938
30816,60003,2021,7,2866,1433,2,2120,746,1428
1455,60003,2021,8,30816,3081,10,9311,55,2866
3186,60009,2021,3,24077,1852,13,13172,7,7830
3592,60009,2021,4,3186,455,7,1820,11,24077
5195,60009,2021,5,3592,1796,2,3016,576,3186
12276,60009,2021,6,5195,1298,4,4950,48,3592
668,60009,2021,8,12276,818,15,3322,15,5195
17958,60010,2021,2,19913,2844,7,10232,32,4486
4735,60010,2021,3,17958,2565,7,7150,30,19913
13062,60010,2021,4,4735,526,9,1926,5,17958
34620,60010,2021,5,13062,2612,5,8508,2,4735
17450,60010,2021,6,34620,2163,16,7006,17,13062
7923,60010,2021,7,17450,2908,6,9735,27,34620
6001,60010,2021,8,7923,720,11,4058,47,17450
6790,60015,2021,2,19350,3225,6,10040,300,11276
32023,60015,2021,3,6790,754,9,1613,60,19350
19775,60015,2021,4,32023,4574,7,11368,177,6790
25479,60015,2021,5,19775,3295,6,8199,296,32023
15552,60015,2021,6,25479,1819,14,7940,40,19775
32116,60015,2021,7,15552,1944,8,5835,62,25479
1570,60015,2021,8,32116,2294,14,14506,62,15552
18769,60016,2021,2,8682,1447,6,5987,15,6582
622,60016,2021,3,18769,1443,13,7257,56,8682
